,Name,W,W,SO,SO,WHIP,WHIP,ERA,ERA,W_sharpe,SO_sharpe,WHIP_sharpe,ERA_sharpe,Total_sharpe
95,Jeffrey Springs,9.5,0.9258200997725516,138.5,9.304376850247875,1.33,0.0444007721940573,4.675,0.49968561544806733,2.700308624336608,4.344729437621936,1.1261065411536277,1.0557888474074557,4.86314267339746
96,Chad Patrick,7.625,0.9161253813129043,128.125,6.978282637685906,1.25625,0.02722262714308504,4.3100000000000005,0.15071259308460494,0.6822210286372691,4.306217096698881,-0.8724360024169379,1.0786258578189531,4.782248269934135
97,Chris Bassitt,10.5,0.5345224838248487,147.25,12.197774972744593,1.32,0.007559289460184649,4.2225,0.1316651597261563,6.547900426854398,4.031472962067217,5.291502622129112,0.5701014615872503,4.717769305205253
98,Bubba Chandler,8.375,0.7440238091428449,136.125,12.028982856893116,1.3025,0.0365474251584744,4.0975,0.17846568297574708,1.8480591388386793,3.1631934680325653,0.6156384451828557,-0.2798156999560855,4.675429861644474
99,Braxton Ashcraft,7.625,1.0606601717798214,124.25,12.98075498574717,1.27125,0.03136763573220929,3.835,0.1873880618243482,0.5892556509887895,2.0164466572814974,-0.27894993663852247,-1.6673287345960652,4.551980979504875
100,Grayson Rodriguez,7.0,1.0690449676496976,123.25,12.713884423843766,1.23875,0.02695896352395093,3.9299999999999997,0.2306512518934158,0.0,1.9801186766167644,-1.530103335143156,-0.9427111199920045,4.452933131751926
101,Jacob Lopez,7.625,0.5175491695067657,134.375,9.006941767325905,1.295,0.02672612419124247,4.27625,0.23645824155651712,1.20761472884912,4.030224790803462,0.5612486080160869,0.5447579206885554,4.13183299094794
102,Logan Henderson,6.875,0.8345229603962802,109.5,8.68496237346895,1.185,0.048989794855663585,4.04875,0.09775150711297047,-0.14978617237881953,1.3154921701101894,-1.9391793797033479,-1.0095752271721745,4.114460604606892
103,Eduardo Rodriguez,8.125,0.3535533905932738,121.625,3.8521793460696663,1.3675,0.020528725518856903,4.4262500000000005,0.2822834188744157,3.181980515339464,6.113422528997203,4.262320128915249,0.9877041347725809,4.045378780648837
104,Will Warren,7.375,0.7440238091428449,128.625,6.947507261087039,1.2962500000000001,0.020658792662828003,4.22625,0.21533611600737793,0.5040161287741853,4.397260607572221,0.7865900135219044,0.3659975923281737,3.7486891304963277
105,Reynaldo López,8.5,1.6035674514745464,134.75,18.67580558599051,1.27,0.034226138716316995,3.9699999999999998,0.3301947477301412,0.9354143466934853,1.9637707102451012,-0.2921743548953888,-0.537372266578312,3.728731678412287
106,Joey Cantillo,7.0,1.5118578920369088,141.625,13.762656512669142,1.3075,0.02187627547301938,3.84875,0.18803020274109478,0.0,3.1643600172619495,1.2570695607630555,-1.5885080994741723,3.4957985559730664
107,Mike Burrows,6.375,1.7677669529663689,126.625,9.303417190934276,1.2575,0.029640705601780663,4.155,0.18431339769921412,-0.35355339059327373,3.068764886500047,-0.7590912410212083,0.0410306580769675,3.433272078851014
108,Matthew Liberatore,8.125,0.8345229603962803,120.0,6.187545093630776,1.31125,0.03270539492412315,4.3675,0.22288690277486362,1.3480755514093756,3.5434085195708347,0.955499851706433,0.9873280899877886,2.9486561292859887
109,Michael McGreevy,8.5,0.7559289460184544,100.625,4.749060057376769,1.2725,0.03105295017040594,4.11625,0.1867723977771571,1.984313483298443,0.5369483580311998,-0.241522945769826,-0.16698131185963733,2.929766098959106
110,Kodai Senga,7.125,0.8345229603962802,118.5,5.503245795502351,1.3262500000000002,0.01846811924835419,3.97625,0.16749733473359263,0.14978617237881953,3.711446073641267,2.504315646766346,-1.022031187972492,2.3789477872262323
111,Parker Messick,6.875,0.3535533905932738,110.875,5.890367439424183,1.29125,0.02474873734152919,4.06875,0.10696294418428924,-0.35355339059327373,2.173039310642951,0.45456864504849365,-0.7356519643328747,2.1005692393340585
112,Zack Littell,8.75,1.0350983390135309,121.875,8.253787009609589,1.25875,0.02232071427428541,4.61625,0.1310329838519401,1.6906606203887686,2.883524856201223,-0.952030465462347,3.577820532040483,1.9483954100118561
113,Zach Eflin,8.375,1.060660171779821,105.875,13.798938882599426,1.2525,0.013887301496588225,4.4575,0.15116216457830942,1.2963624321753375,0.5652608556615809,-1.9802263245135252,2.051191188383468,1.7906584239669758
114,Seth Lugo,8.5,0.7559289460184544,127.75,8.49789889998026,1.345,0.027774602993176526,4.55375,0.28490286565273937,1.984313483298443,3.4920396617179033,2.34026747442506,1.4261439563589506,1.7099417142323354
115,Slade Cecconi,7.5,0.7559289460184544,122.625,9.241791724861272,1.2675,0.02434865792722758,4.50625,0.16370160135354297,0.6614378277661477,2.6564113032279493,-0.5133753177427487,2.191869212232567,1.6393552365042785
116,Ryan Weathers,7.125,1.1259916264596033,114.125,16.668511802626103,1.27125,0.02948970764763302,4.14875,0.23399862636959456,0.11101325894672145,0.9628933998457712,-0.29671369091047434,0.005609007285055559,1.3650113424179113
117,Dustin May,7.875,1.1259916264596033,126.75,14.743037097462071,1.29875,0.04911720676097131,4.28,0.13255726525328043,0.7770928126270502,1.9449859489898622,0.3817399489194661,1.0000394904550132,1.340299322242433
118,Luis Severino,9.125,0.9910312089651148,136.625,13.201055152632955,1.34125,0.02587745847533829,4.65375,0.27989475062703695,2.1442311612154303,2.920221115227384,2.3669248685442756,1.8089388917288673,0.8885885161696716
119,Connelly Early,4.5,2.3804761428476167,70.25,26.512575632455377,1.2325,0.035939764421413105,3.6500000000000004,0.3102687007525359,-1.0502100630210074,-1.0495019565710548,-1.32165585291648,-1.6032474393759284,0.8251912727003459
120,Corbin Burnes,3.75,2.9640705601780613,50.125,37.97532093346941,1.2175,0.04267819784654189,3.63375,0.31811666772697456,-1.0964651259195266,-1.2626621400779112,-1.4644479653225146,-1.6147770680185638,0.7200977673436406
121,Roki Sasaki,7.0,0.9258200997725516,115.375,13.66891677179599,1.2875,0.039551051999734625,4.1825,0.057507763451058125,0.0,1.2656452803704448,0.18962833150557878,0.6097002890721062,0.4663166597927597
122,Tyler Mahle,7.375,1.1877349391654206,105.75,17.293681752924346,1.2862500000000001,0.023260942125619695,4.1575,0.20225514296833808,0.31572700914523844,0.4438037029739012,0.26869075062597375,0.04975151609160967,0.4410884454015563
123,Nick Martinez,8.25,1.8322507626258087,107.75,6.692212958783836,1.30375,0.038149143409218836,4.5175,0.316803228699276,0.6822210286372691,1.4457101200434948,0.6225565734265135,1.1681146733238648,0.3372599019303857
124,Landen Roupp,7.25,0.7071067811865475,113.75,9.587938851941612,1.34,0.021380899352994014,4.005,0.15250292737237137,0.3535533905932738,1.6348664965490196,2.8062430400804503,-0.9339984645160646,0.11617531157790761
125,Foster Griffin,6.125,0.991031208965115,114.5,13.94888628426759,1.28125,0.015526475085203007,4.17875,0.15141593613053322,-0.8829187134416476,1.1775133630937356,0.08050764858993942,0.20679791572933445,0.007289085332814055
126,Simeon Woods Richardson,6.375,0.5175491695067655,110.25,3.1959796173138706,1.32375,0.03159452936370925,4.42875,0.19149319271750279,-1.2076147288491201,3.809473606791257,1.3847333978727647,1.4690469985270025,-0.25192151845763044
127,Sean Burke,6.875,0.35355339059327373,130.875,4.733995594179856,1.3875,0.03150963571444678,4.7375,0.16654042838216293,-0.3535533905932738,6.928608053696863,3.41165480217572,3.543058617850883,-0.37965875692301454
128,Ian Seymour,5.25,1.0350983390135313,92.75,9.361776388210577,1.23375,0.019226098333849667,4.23625,0.1609736003200526,-1.6906606203887677,-0.5688023062274633,-2.4055842842836133,0.5517209022064531,-0.40559954453907077
129,Steven Matz,6.125,1.6420805617960927,106.5,21.246848505803666,1.29375,0.04838461975226664,4.234999999999999,0.46904157598234314,-0.5328605796556857,0.39652939576891544,0.2841812144107176,0.1866838772588808,-0.6071962755563687
130,Michael Soroka,6.25,0.46291004988627604,108.125,18.90153055027177,1.27,0.023904572186687883,4.1525,0.13392428564571204,-1.620185174601964,0.5317029736438731,-0.41833001326703795,0.03780120965806534,-0.7079533973491183
131,Max Scherzer,6.125,0.6408699444616558,97.875,11.141139977578595,1.2349999999999999,0.020701966780270677,4.45375,0.17991565484176977,-1.3653316208096142,-0.01795148435460699,-2.173706511928418,1.7025338916137842,-0.9121104848495873
132,Tatsuya Imai,7.571428571428571,3.359421718944242,143.0,19.6468827043885,1.3499999999999999,0.038729833462074086,4.385714285714285,0.1280438912843486,0.17009730222502484,2.2866222940276,1.8073922282301276,1.8608992848018144,-1.2115719167793173
133,Lucas Giolito,8.25,0.8864052604279183,129.125,7.586407017064891,1.375,0.03251373336211723,4.705,0.14520920868083484,1.4101901870444156,4.092846578117419,2.9218422548389187,3.839718603697544,-1.2585240933746284
134,Taj Bradley,6.5,0.5345224838248487,117.5,11.904380946285515,1.29,0.015118578920369115,4.2524999999999995,0.07851296526234199,-0.9354143466934856,1.6317522169064262,0.6614378277661471,1.3381547830851332,-1.3032547406383397
135,Justin Verlander,7.5,0.7559289460184544,111.5,7.596991885890475,1.3075,0.01164964745021434,4.43875,0.1880302027410946,0.6614378277661477,1.767146813060787,2.3605864570171273,1.5492856772649366,-1.4812874934551294
136,Max Meyer,6.875,1.3562026818605377,112.875,23.259022826790098,1.31125,0.023566016694748053,4.28,0.16309506430300102,-0.09216911430120156,0.636312200655014,1.326062032662669,0.8127928369047608,-1.5947117832136173
137,Cristian Javier,7.75,1.1649647450214349,126.375,17.614421850939564,1.3425,0.03693623849670821,4.6775,0.2339566504413037,0.6437963064592142,1.6066380287406636,1.6921051667340206,2.2656440797906936,-1.7073149113248363
138,Jared Jones,5.125,0.6408699444616559,87.5,6.458659745975609,1.2625,0.032841611235921934,4.0075,0.12150837713625245,-2.9257106160206017,-1.6373366016980955,-0.5328605796556866,-1.1516695663137824,-2.8785170717492283
139,Kumar Rocker,5.5,1.0690449676496976,88.875,12.158917949977527,1.2825,0.014880476182856893,4.2225,0.12372203868811274,-1.403121520040228,-0.7566462770658793,0.16800537625805825,0.606702741046996,-2.934475914411162
140,Davis Martin,7.0,0.5345224838248488,112.25,9.019819447036777,1.375,0.03338091841585112,4.715,0.3289811110513359,0.0,1.5715392179670329,2.8459372751975778,1.7252130317945058,-2.9996110890250507
141,Luis Morales,6.75,0.46291004988627593,107.0,5.707138387268051,1.34125,0.033567628964311896,4.4975000000000005,0.14916433890176287,-0.5400617248673214,1.5638310120375962,1.8246746013881172,2.346824331990947,-3.1477296462087896
142,Aaron Civale,6.625,0.7440238091428448,104.875,7.698562017861331,1.31375,0.048384619752266565,4.74625,0.20576946184643496,-0.5040161287741853,0.883281836818801,0.6975357080990378,2.9101135543956076,-3.22838355445003
143,Grant Holmes,5.625,1.5059406173077154,99.75,16.077935190813527,1.3325,0.02492846909516437,4.19125,0.12744046228953926,-0.9130506104936542,0.1041800442731638,2.1060258373501144,0.34378798705595054,-3.2586843906265557
144,Kyle Leahy,5.714285714285714,1.1126972805283735,104.14285714285714,8.764104278791065,1.3599999999999999,0.03464101615137751,4.324285714285715,0.2782598990666308,-1.155493329779465,0.6923533711871992,2.309401076758501,0.6355504867173398,-3.4080915220681067
145,José Berríos,6.875,1.2464234547582247,105.5,10.014275524755362,1.3125,0.02659215781283763,4.4775,0.11373528162234546,-0.10028694463571926,0.7414415532751577,1.222164828771822,2.9020238512791736,-3.4830340714115575
146,Hurston Waldrep,8.25,1.0350983390135315,109.875,4.853202182948021,1.4049999999999998,0.020701966780270694,4.41,0.19093753653261308,1.2076147288491197,2.431384383997009,6.038073644245569,1.375122486484754,-3.774197017884194
147,Troy Melton,4.166666666666667,0.7527726527090811,70.0,11.366617790706258,1.2666666666666666,0.008164965809277244,4.073333333333333,0.09852241707685935,-3.763863263545404,-2.469951969613607,-1.6329931618554658,-0.7521553862087674,-3.848666685094778
148,Tyler Wells,4.25,0.4999999999999999,79.75,9.84462628374824,1.1824999999999999,0.014999999999999996,4.37,0.07164728420068281,-5.500000000000001,-1.8614215991369185,-6.5000000000000115,3.106363381152127,-3.9677849802890353
149,Brad Lord,6.75,1.1649647450214349,105.5,10.253919111386491,1.36125,0.02850438562747837,4.5475,0.22435622185648046,-0.21459876881973805,0.7241133774651003,2.850438562747854,1.7831575905923331,-4.124081544694825
150,Ryan Weiss,4.875,1.6420805617960925,92.125,20.559582402651774,1.31125,0.026958963523950906,4.26625,0.07150174823037503,-1.2940899791638083,-0.2894027652639753,1.1591691932902706,1.6616726575298937,-4.404334595247948
151,Patrick Corbin,7.25,0.8864052604279181,104.5,3.585685828003179,1.4224999999999999,0.043011626335213084,4.97,0.25545477654008125,0.28203803740888317,1.7918468901604825,3.31305770419885,3.219992638779016,-4.4591654154085
152,Robby Snelling,5.5,1.2247448713915892,81.0,15.974980438172686,1.3316666666666668,0.013291601358251276,4.06,0.05329165037789702,-1.224744871391589,-1.0688588988314986,3.887166434960274,-1.6407354506751248,-4.540034754508237
153,Kyle Harrison,4.125,0.991031208965115,85.375,14.549791358346987,1.3,0.04208834246473213,4.1899999999999995,0.13093073414159517,-2.9010186298796996,-0.872864750236724,0.4751909633114916,0.32507646336092927,-4.574150806788845
154,Jose Quintana,7.125,1.1259916264596035,88.875,14.106103035819029,1.5225,0.09377023591128025,5.22,0.732861319954679,0.11101325894672144,-0.6521999716462313,2.58610845587974,1.463527233319298,-4.5908224018985475
155,Brandon Sproat,4.25,1.164964745021435,67.0,17.566201313073595,1.3062500000000001,0.03204349722308282,4.11375,0.110056803515276,-2.3605864570171184,-1.7690221947344136,0.8191989724857711,-0.30609193547334157,-4.642715688763961
156,Andre Pallante,7.875,0.3535533905932738,96.875,7.4149944610325145,1.4124999999999999,0.02492846909516453,4.3575,0.12302729081677083,2.4748737341529163,-0.16183424091633003,5.315208065693106,1.7074463609286028,-4.709614933385122
157,Kyle Freeland,7.375,0.5175491695067655,116.125,7.69856201786133,1.4337499999999999,0.03113908889391044,5.24,0.362727760960515,0.7245688373094721,2.3445936992028447,4.937524040084139,3.0120730133995237,-4.880434516971347
158,Adrian Houser,7.875,0.6408699444616557,101.125,7.039429765866794,1.38375,0.017677669529663594,4.34,0.18715921411614048,1.3653316208096145,0.43327373117479384,5.868986283848376,1.028869996646314,-5.0992509285102825
159,Jacob Latz,4.375,1.407885953173359,101.0,10.677078252031311,1.36,0.0403555625480729,4.335,0.11625096005747948,-1.8644976136620155,0.2739513498876465,1.982378511133413,1.6134275356286203,-5.186352310536402
160,Cade Povich,3.25,2.5,61.5,41.0,1.295,0.026457513110645946,4.2775,0.055602757725374395,-1.5,-0.892073170731707,0.5669467095138363,2.3391375773551966,-5.298157457600739
161,Johan Oviedo,6.25,0.8864052604279182,104.375,10.253048327204938,1.34,0.01772810520855837,4.3125,0.09238892945431454,-0.8461141122266495,0.6144514098586562,3.3844564489065996,1.786604747721665,-5.402723898996258
162,Michael Lorenzen,6.125,0.6408699444616557,107.875,7.453426824526518,1.4637499999999999,0.0592663479556485,5.30375,0.43378524969982846,-1.3653316208096145,1.3148314501125542,3.100410373480541,2.6656335152016988,-5.8165440593793
163,Cade Cavalli,6.875,1.1259916264596033,112.0,12.850792082313728,1.3362500000000002,0.009161253813129083,4.28875,0.17183359890977576,-0.11101325894672145,1.0835907943110132,6.139989257735411,0.8223799122906064,-5.989791634661725
164,Hunter Barco,4.125,0.9910312089651148,81.375,7.9451242910353495,1.34375,0.04627171304989078,4.10625,0.12894489409932328,-2.9010186298797,-2.101918030262025,1.3777315728783128,-0.3194193945226998,-6.061248838497337
165,Andrew Painter,5.25,0.8864052604279183,89.875,10.02051467169797,1.3512499999999998,0.06151364540838529,4.5962499999999995,0.19992409273807615,-1.9742662618621818,-0.8183212408400679,1.1582795902758725,2.244914526574826,-6.195781619552948
166,Griffin Canning,7.375,0.916125381312904,105.625,7.42462120245875,1.36125,0.01552647508520299,4.5525,0.15899236279951118,0.40933261718236164,1.016886894849227,5.2329971583461825,2.5476852653028557,-6.35446291161745
167,Robert Gasser,4.625,0.5175491695067657,76.125,4.257346591481602,1.2349999999999999,0.02672612419124244,3.96875,0.10561892417013687,-4.588935969626656,-5.155793527339092,-1.6837458240482792,-1.6918132939146384,-6.36917037900283
168,Bryce Elder,6.0,1.4142135623730951,88.125,17.852070708223977,1.35375,0.031139088893910503,4.5,0.1157583690279026,-0.7071067811865475,-0.5573583122442085,2.36840584036556,3.0456761179402765,-6.678547051736592
169,Colin Rea,4.25,1.2817398889233116,69.5,12.783918469255482,1.2962500000000001,0.015979898086569393,4.47875,0.17480090715684887,-2.1455211184151084,-2.2352301501860374,1.0169026055089623,1.8953705984072118,-7.2930244725173194
170,Trevor McDonald,3.375,1.5059406173077154,55.125,18.63512428568313,1.34,0.02563479777846628,4.202500000000001,0.12769942387161662,-2.407133427665088,-2.3047874187239703,2.3405684928164794,0.43118831965411464,-7.483677658859652
171,Anthony Kay,6.0,0.5345224838248488,100.75,5.092010548749034,1.42,0.029277002188456015,4.67625,0.3632762624465611,-1.8708286933869707,0.5253327687345787,4.781910357447806,1.4556758992140029,-7.583082181314201
172,Kutter Crawford,5.166666666666667,0.408248290463863,80.66666666666667,6.408327915038889,1.2416666666666667,0.0325064096243598,4.36,0.13053735097664548,-4.490731195102493,-2.7165172513222857,-1.179254607823773,1.6283653560430404,-7.656359194644045
173,Kohl Drake,3.25,1.892969448600091,51.0,16.772994167212165,1.3225,0.037749172176353804,4.2625,0.06184658438426441,-1.981014539232654,-2.8065949067115374,1.125852503505285,1.8604503570495607,-7.773912306499038
174,Janson Junk,4.75,1.388730149658827,69.125,8.201698430377519,1.27875,0.015526475085203047,4.4125,0.09483067616998768,-1.6201851746019653,-3.5297567017064098,-0.08050764858993921,2.7951134664996498,-7.864547694218086
175,Logan Allen,6.625,0.7440238091428447,98.5,8.141603913585714,1.39375,0.017677669529663584,4.5075,0.3304434250259147,-0.5040161287741854,0.05220101647180641,6.434671708797621,1.0896343299061346,-7.976121151006135
176,Thomas White,3.0,1.4142135623730951,68.5,51.61879502661797,1.39,0.0,4.24,0.028284271247461613,-2.82842712474619,-0.5729502206463599,1.39,3.272578571679043,-8.063955917071592
177,J.T. Ginn,3.25,0.7071067811865476,63.875,15.338443765351723,1.2975,0.02251983252919207,4.14875,0.2012416812832629,-5.303300858899106,-2.2296916508084714,0.7770928126270532,0.006522008719220581,-8.316607331053852
178,Germán Márquez,6.25,1.2817398889233114,88.375,13.47948176197544,1.4525,0.04682795258023937,5.2725,0.33276976167571803,-0.5851421232041205,-0.7196122351945997,3.683697246947159,3.38090364441336,-8.36935524975924
179,Joe Boyle,4.375,1.0606601717798212,83.0,17.776388834631174,1.3912499999999999,0.02232071427428527,4.2212499999999995,0.2812948376957632,-2.4748737341529163,-0.84803500532299,4.9841594956558435,0.2624026114543644,-8.569470846586114
180,Luis Gil,5.375,0.5175491695067655,96.375,6.323143431644015,1.3525,0.019820624179302235,4.45125,0.14196956414266115,-3.1397982950077123,-0.2688536197822717,3.6578060985439813,2.13998332554369,-9.206441338877656
181,Kyle Hart,3.5,1.7320508075688772,62.5,21.763884457207237,1.35,0.03162277660168373,4.62,0.1361371857110806,-2.0207259421636903,-1.634588718293766,2.213594362117872,3.4712227781974576,-9.340131800772786
182,Chris Paddack,5.625,0.9161253813129043,93.625,9.709163565563058,1.3225,0.011649647450214374,4.86125,0.1874214121019411,-1.5008862630019921,-0.4583299034927652,3.6481790699355376,3.808596317755561,-9.415991554185856
183,Mick Abel,5.125,0.991031208965115,90.875,7.9181076382825575,1.4,0.029760952365713782,4.465,0.11795883059053162,-1.8919686716606736,-0.9093081742396815,4.032129030193481,2.69214689913593,-9.525552775229766
184,Stephen Kolek,4.125,1.2464234547582247,57.875,12.855654675778172,1.365,0.02672612419124234,4.3575,0.17950328289874962,-2.306599726621543,-3.127028612221697,3.1804087787578608,1.1702432212255853,-9.784280338826685
185,Andrew Alvarez,4.75,0.7071067811865476,80.875,6.556076788533128,1.40125,0.036815175442433276,4.39875,0.29997321308981667,-3.181980515339464,-2.623520217164564,3.2934788044021377,0.8377831387389685,-9.936762675645134
186,Patrick Sandoval,4.75,0.7071067811865475,72.5,5.503245795502346,1.3925,0.04166190448976473,4.07375,0.16843290313101783,-3.1819805153394642,-4.647257445942492,2.700308624336615,-0.43748874851774305,-10.092057837100828
187,Tyler Anderson,6.0,0.9258200997725515,94.0,3.251373336211727,1.40875,0.04051013982414066,4.9075,0.15276031646247107,-1.0801234497346432,-1.253316546154584,3.1782166282051607,4.9755232091753765,-10.487179833269764
